"Standard Report - Exports"
"Current date: 04/18/2024 12:52 PM (Eastern Daylight Time)"
"Country","Commodity","Time","Quantity 1",
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2019","29,440"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2020","39,707"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2021","35,768"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2022","57,148"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2023","41,957"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","1995","204,931"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","1996","116,268"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","1997","173,023"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","1998","202,185"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","1999","265,304"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2000","177,372"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2001","142,889"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2002","189,291"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2003","120,284"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2004","291,860"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2005","284,658"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2006","222,033"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2007","263,006"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2008","305,251"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2009","217,306"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2010","237,280"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2011","229,362"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2012","247,655"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2013","200,165"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2014","217,174"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2015","132,141"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2016","84,013"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2017","72,497"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2018","72,218"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2019","63,747"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2020","76,446"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2021","46,722"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2022","50,373"
"World Total","7204410080 Shvngs,chps,mill Wste,swdst,flngs,trm,stmpngs Scrp (t)","2023","50,234"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","1995","2,397,756"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","1996","1,915,980"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","1997","1,824,344"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","1998","1,133,946"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","1999","900,383"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2000","797,848"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2001","1,103,578"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2002","1,454,826"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2003","1,973,797"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2004","1,952,508"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2005","3,312,350"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2006","2,717,826"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2007","3,351,271"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2008","5,239,248"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2009","5,837,094"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2010","5,664,196"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2011","8,074,378"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2012","7,338,906"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2013","5,966,591"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2014","4,889,520"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2015","3,626,453"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2016","3,678,021"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2017","4,352,763"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2018","5,294,560"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2019","5,140,757"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2020","4,939,043"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2021","5,381,801"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2022","5,688,242"
"World Total","7204490020 No 1 Heavy Melting Steel Scrap (t)","2023","5,683,110"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","1995","734,823"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","1996","508,373"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","1997","447,512"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","1998","222,149"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","1999","245,361"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2000","185,764"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2001","263,631"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2002","386,591"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2003","330,702"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2004","406,697"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2005","328,606"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2006","258,202"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2007","291,593"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2008","381,976"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2009","896,925"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2010","1,022,888"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2011","1,159,217"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2012","1,109,732"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2013","901,342"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2014","878,780"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2015","655,792"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2016","529,127"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2017","683,123"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2018","771,844"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2019","757,386"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2020","647,472"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2021","715,336"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2022","735,536"
"World Total","7204490040 No 2 Heavy Melting Steel Scrap (t)","2023","712,830"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","1995","515,959"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","1996","558,715"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","1997","778,489"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","1998","130,443"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","1999","283,983"
